alarm_num,trigger_time,clear_time,duration_sec,ev_y_position,epuck_state
1,9.152000000000001,10.368,1.2159999999999993,-1.500030525825729,STOPPED
2,14.4,17.376,2.976000000000001,-1.5000243679740648,STOPPED
