alarm_num,trigger_time,clear_time,duration_sec,ev_y_position,distance_to_epuck,epuck_state_at_trigger
1,1.3760000000000001,6.5920000000000005,5.216,-1.5000488283116014,3.636657606004692,STOPPED
2,7.968,8.64,0.6720000000000006,-1.5000488183850895,3.636657606605095,STOPPED
